;Марка;Цена без НДС, руб./км;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 3x2x0,75kl5 690V;190307,0786;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 3x3x0,5kl5 690V;188819,0274;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 5x3x1,5kl5 690V;771009,5934;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 30x2x0,5kl5 690V;1091465,321;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 14x3x0,75kl5 690V;1139393,031;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 17x1,5kl5 690V;849622,226;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 14x3x2,5kl5 690V;3336568,344;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 4x1,0kl5 690V;163240,855;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 5x2,5kl5 690V;418197,0007;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 24x2x0,75kl5 690V;1295942,311;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 8x3x1,0kl5 690V;853329,6401;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 14x1,5kl5 690V;699959,442;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 12x3x0,75kl5 690V;970314,8748;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 24x3x0,75kl5 690V;1904559,034;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 12x1,5kl5 690V;602347,5681;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 30x0,75kl5 690V;798481,3097;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 7x2x0,75kl5 690V;402080,1353;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 17x0,5kl5 690V;323636,6034;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 12x3x1,0kl5 690V;1261692,86;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 27x0,5kl5 690V;491503,588;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 5x0,5kl5 690V;114236,7045;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 8x2x2,5kl5 690V;1304875,286;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 2x1,5kl5 690V;126296,6778;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 10x2x0,5kl5 690V;386096,5752;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 4x2,5kl5 690V;338233,4794;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 8x3x0,5kl5 690V;451411,8492;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 12x2x1,0kl5 690V;865655,1429;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 6x3x2,5kl5 690V;1460298,989;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 14x0,5kl5 690V;271685,4143;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 16x3x0,75kl5 690V;1292376,825;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 14x3x1,5kl5 690V;2085237,154;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 12x2x1,5kl5 690V;1213108,329;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 37x2,5kl5 690V;2864323,803;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 8x2x0,75kl5 690V;454017,4927;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 6x3x0,75kl5 690V;502849,5945;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 14x3x1,0kl5 690V;1470667,956;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 12x3x0,5kl5 690V;663583,839;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 3x2x2,5kl5 690V;507140,2989;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 3x2,5kl5 690V;262156,8404;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 27x0,75kl5 690V;724207,3135;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 8x2,5kl5 690V;645990,4693;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 3x3x2,5kl5 690V;738828,6836;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 12x3x2,5kl5 690V;2851817,849;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 7x1,5kl5 690V;363470,4287;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 37x2x1,0kl5 690V;2544644,076;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 2x2x0,75kl5 690V;136617,0986;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 6x3x1,0kl5 690V;652737,3709;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 24x2,5kl5 690V;1889055,653;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 37x0,75kl5 690V;971455,7575;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 10x2,5kl5 690V;809534,5164;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 10x2x1,5kl5 690V;1021935,135;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 5x0,75kl5 690V;157993,6743;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 18x2x1,0kl5 690V;1273249,266;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 5x2x2,5kl5 690V;830859,7452;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 4x3x0,75kl5 690V;344567,4934;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 7x2x1,0kl5 690V;521114,1091;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 6x3x1,5kl5 690V;915200,2779;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 5x2x1,0kl5 690V;379127,2607;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 7x2,5kl5 690V;568359,5934;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 4x3x1,5kl5 690V;614643,221;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 6x2x0,5kl5 690V;246121,958;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 5x3x1,0kl5 690V;545028,3736;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 24x2x1,5kl5 690V;2382712,688;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 2x0,75kl5 690V;79559,20793;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 30x2x1,5kl5 690V;2953860,169;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 30x2,5kl5 690V;2338626,165;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 2x2,5kl5 690V;187025,1063;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 27x1,0kl5 690V;932907,3722;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 30x1,5kl5 690V;1465861,818;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 14x2x0,5kl5 690V;534324,5957;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 14x2,5kl5 690V;1116743,176;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 30x2x1,0kl5 690V;2081893,099;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 5x2x0,5kl5 690V;210891,4142;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 2x3x0,75kl5 690V;187635,888;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 12x2,5kl5 690V;958438,4726;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 6x1,0kl5 690V;232541,1846;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 3x3x0,75kl5 690V;266800,2166;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 2x1,0kl5 690V;96939,52504;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 4x2x1,0kl5 690V;308286,1081;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 27x1,5kl5 690V;1318284,92;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 24x1,0kl5 690V;837133,789;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 12x0,75kl5 690V;337441,3376;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 14x0,75kl5 690V;390008,222;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 37x2x2,5kl5 690V;5819428,58;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 8x3x0,75kl5 690V;663126,9504;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 4x2x0,5kl5 690V;173455,3392;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 2x2x2,5kl5 690V;349715,469;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 16x2x0,75kl5 690V;885530,155;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 7x0,75kl5 690V;207729,3331;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 6x2x1,0kl5 690V;447080,5341;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 3x0,75kl5 690V;104476,3573;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 30x2x0,75kl5 690V;1600458,971;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 8x2x1,5kl5 690V;821204,6222;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 2x3x1,5kl5 690V;325053,4078;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 18x3x1,0kl5 690V;1869227,786;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 8x0,5kl5 690V;166177,7716;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 14x2x1,0kl5 690V;1006135,047;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 3x1,0kl5 690V;129781,9493;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 5x2x1,5kl5 690V;524869,0375;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 37x2x0,5kl5 690V;1328525,274;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 8x1,5kl5 690V;412073,6316;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 12x1,0kl5 690V;431510,4266;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 19x0,5kl5 690V;355502,1355;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 8x2x0,5kl5 690V;316576,9037;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 17x1,0kl5 690V;606100,8505;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 4x3x1,0kl5 690V;440757,6739;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 27x2x1,5kl5 690V;2668854,45;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 27x2,5kl5 690V;2113121,119;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 9x1,5kl5 690V;462297,9698;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 24x0,75kl5 690V;650818,5713;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 3x3x1,5kl5 690V;470403,2288;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 18x3x0,75kl5 690V;1445362,782;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 24x2x0,5kl5 690V;886579,2521;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 10x1,5kl5 690V;510426,4478;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 10x0,75kl5 690V;288467,9952;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 2x3x0,5kl5 690V;134998,2236;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 14x2x2,5kl5 690V;2246971,336;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 8x3x1,5kl5 690V;1202671,8;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 18x3x1,5kl5 690V;2658109,595;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 27x2x0,5kl5 690V;989022,0042;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 27x2x0,75kl5 690V;1448695,069;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 9x0,5kl5 690V;185325,2555;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 24x3x1,0kl5 690V;2479093,982;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 9x0,75kl5 690V;262243,8598;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 5x3x0,5kl5 690V;296099,0452;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 6x2x2,5kl5 690V;986458,9368;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 8x3x2,5kl5 690V;1924556,099;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 30x2x2,5kl5 690V;4744536,571;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 3x2x0,5kl5 690V;137681,3787;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 17x2,5kl5 690V;1346718,591;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 10x2x0,75kl5 690V;564135,9838;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 16x2x1,0kl5 690V;1139446,196;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 5x2x0,75kl5 690V;297786,391;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 3x2x1,0kl5 690V;240048,6828;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 16x3x2,5kl5 690V;3813793,48;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 4x0,75kl5 690V;130347,5507;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 37x0,5kl5 690V;663340,5434;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 14x2x0,75kl5 690V;774773,3171;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 24x3x2,5kl5 690V;5671983,931;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 16x2x0,5kl5 690V;603183,9566;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 2x2x1,5kl5 690V;229204,7452;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 19x0,75kl5 690V;515120,8269;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 37x2x1,5kl5 690V;3617634,581;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 10x0,5kl5 690V;203420,7678;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 27x2x2,5kl5 690V;4267344,503;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 24x3x1,5kl5 690V;3531902,303;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 10x3x0,5kl5 690V;561022,4979;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 18x2x0,5kl5 690V;672040,7625;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 10x3x1,0kl5 690V;1062091,954;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 18x3x2,5kl5 690V;4278056,093;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 4x0,5kl5 690V;96006,78136;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 6x2x1,5kl5 690V;628553,253;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 12x3x1,5kl5 690V;1784900,275;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 24x0,5kl5 690V;442763,8614;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 18x2x1,5kl5 690V;1796924,723;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 8x0,75kl5 690V;234333,8528;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 12x2x0,5kl5 690V;461714,8269;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 18x2x2,5kl5 690V;2877062,07;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 12x2x0,75kl5 690V;666935,8789;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 6x1,5kl5 690V;318623,4071;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 16x3x1,0kl5 690V;1670196,388;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 4x3x2,5kl5 690V;977798,6405;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 5x3x0,75kl5 690V;425295,6405;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 8x2x1,0kl5 690V;588592,977;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 3x3x1,0kl5 690V;339569,4309;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 10x2x1,0kl5 690V;723261,3523;
15.07.2021;ATOMKIP-KUPOfPng(A)-HF 37x1,5kl5 690V;1790722,638;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 9x1,0kl5 690V;407652,6683;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 6x2x1,0kl5 690V;559296,5069;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 37x2x1,5kl5 690V;3915816,933;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 3x1,5kl5 690V;223060,346;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 16x3x2,5kl5 690V;4033732,405;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 10x3x0,75kl5 690V;947765,9451;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 18x3x1,5kl5 690V;2885925,199;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 37x2x0,75kl5 690V;2185036,133;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 10x0,5kl5 690V;262359,3534;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 19x0,5kl5 690V;428292,257;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 37x1,0kl5 690V;1385126,62;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 30x1,0kl5 690V;1145029,022;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 6x1,5kl5 690V;384568,9452;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 6x3x0,5kl5 690V;434690,6634;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 5x2,5kl5 690V;487476,2265;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 8x1,0kl5 690V;365510,9621;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 10x2x1,0kl5 690V;864103,9032;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 30x0,5kl5 690V;633033,1301;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 8x0,75kl5 690V;290039,5772;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 6x3x0,75kl5 690V;602928,4754;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 24x2x0,5kl5 690V;1043043,945;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 2x1,5kl5 690V;170142,3868;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 24x0,75kl5 690V;758617,8556;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 3x2,5kl5 690V;310907,2786;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 4x2x0,5kl5 690V;241094,8809;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 3x3x2,5kl5 690V;835253,9049;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 12x2x1,5kl5 690V;1379550,131;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 18x3x0,75kl5 690V;1617569,901;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 7x2x2,5kl5 690V;1279905,979;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 10x1,0kl5 690V;445354,2974;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 5x0,5kl5 690V;155151,1965;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 12x2x1,0kl5 690V;1019948,945;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 16x2x2,5kl5 690V;2767690,393;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 3x2x1,0kl5 690V;319725,1777;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 7x0,5kl5 690V;192223,1758;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 12x3x0,75kl5 690V;1111485,8;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 9x1,5kl5 690V;539621,1087;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 7x0,75kl5 690V;259577,9513;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 12x2x0,5kl5 690V;576926,7775;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 4x0,5kl5 690V;135112,9309;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 14x2x1,0kl5 690V;1174807,121;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 2x1,0kl5 690V;138427,8242;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 37x2,5kl5 690V;2981419,347;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 24x3x1,0kl5 690V;2708817,232;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 8x3x1,0kl5 690V;987200,3705;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 18x2x2,5kl5 690V;3087088,794;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 7x2x0,75kl5 690V;502238,7144;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 12x1,0kl5 690V;512792,9722;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 2x3x0,75kl5 690V;245925,5625;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 6x2,5kl5 690V;563593,5252;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 7x2,5kl5 690V;634749,2694;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 7x2x1,0kl5 690V;642065,949;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 5x1,0kl5 690V;252440,6417;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 2x0,5kl5 690V;87605,99544;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 6x2x0,75kl5 690V;444250,0209;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 5x0,75kl5 690V;208352,6199;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 10x2x0,5kl5 690V;492718,469;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 24x2x1,5kl5 690V;2625003,631;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 4x1,5kl5 690V;272315,8013;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 8x1,5kl5 690V;483630,2005;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 30x2x0,5kl5 690V;1266359,576;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 19x1,5kl5 690V;1041980,623;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 24x3x1,5kl5 690V;3804149,339;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 9x0,75kl5 690V;327291,4914;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 3x2x2,5kl5 690V;598550,4076;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 17x1,0kl5 690V;702866,2876;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 19x0,75kl5 690V;596000,5577;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 2x2x1,5kl5 690V;300141,8845;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 16x3x1,5kl5 690V;2584030,176;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 18x2x1,0kl5 690V;1466119,559;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 27x2x2,5kl5 690V;4534199,997;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 14x2x2,5kl5 690V;2443151,682;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 2x3x1,0kl5 690V;307626,2643;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 6x2x0,5kl5 690V;328946,9235;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 18x2x0,5kl5 690V;810689,4273;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 2x3x0,5kl5 690V;184875,1721;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 14x3x1,0kl5 690V;1646980,71;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 16x3x0,5kl5 690V;1011554,498;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 4x0,75kl5 690V;171932,2296;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 30x0,75kl5 690V;900952,9781;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 4x3x0,5kl5 690V;313887,1153;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 14x3x0,5kl5 690V;900769,1122;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 24x2x0,75kl5 690V;1479418,957;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 10x0,75kl5 690V;358564,8888;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 3x1,0kl5 690V;173777,4731;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 14x3x1,5kl5 690V;2286823,66;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 18x3x1,0kl5 690V;2070231,248;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 37x0,75kl5 690V;1078692,118;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 10x2,5kl5 690V;890533,0083;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 14x3x0,75kl5 690V;1293082,783;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 17x2,5kl5 690V;1444015,849;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 24x3x2,5kl5 690V;5936871,023;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 2x3x1,5kl5 690V;400519,6335;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 30x2,5kl5 690V;2449561,439;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 5x3x1,0kl5 690V;653996,032;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 27x2x1,5kl5 690V;2922511,005;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 7x1,0kl5 690V;324134,1519;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 8x2x0,75kl5 690V;565625,6073;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 27x1,0kl5 690V;1043795,28;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 16x3x1,0kl5 690V;1863011,723;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 8x2x0,5kl5 690V;409843,2131;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 10x3x2,5kl5 690V;2563043,664;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 37x2x0,5kl5 690V;1524662,504;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 12x3x1,5kl5 690V;1965920,699;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 14x2,5kl5 690V;1207551,642;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 14x2x1,5kl5 690V;1597670,911;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 16x2x1,0kl5 690V;1316045,362;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 8x3x2,5kl5 690V;2079575,194;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 12x1,5kl5 690V;687537,4366;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 5x3x1,5kl5 690V;890967,1962;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 19x2,5kl5 690V;1588858,613;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 8x3x1,5kl5 690V;1350665,566;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 6x2x2,5kl5 690V;1115091,699;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 3x2x0,5kl5 690V;195359,9029;
15.07.2021;ATOMKIP-KUPsOmPng(A)-HF 8x2x1,0kl5 690V;716969,0054;
